global_step,callback_call,rollout,wall_time_s,env_id,episode,sample_index,episode_step,reward,episode_return,terminal,timeout,termination_reason,pin_x,pin_y,pin_z,pin_qw,pin_qx,pin_qy,pin_qz,pipe_x,pipe_y,pipe_z,pipe_qw,pipe_qx,pipe_qy,pipe_qz,center_x,center_y,center_z,center_qw,center_qx,center_qy,center_qz,ee_frame_x,ee_frame_y,ee_frame_z,ee_frame_qw,ee_frame_qx,ee_frame_qy,ee_frame_qz,contact_left_finger_fx_N,contact_left_finger_fy_N,contact_left_finger_fz_N,contact_left_finger_force_N,contact_right_finger_fx_N,contact_right_finger_fy_N,contact_right_finger_fz_N,contact_right_finger_force_N,contact_pin_tip_fx_N,contact_pin_tip_fy_N,contact_pin_tip_fz_N,contact_pin_tip_force_N,gripper_left_pos_rad,gripper_left_vel_rad_s,gripper_right_pos_rad,gripper_right_vel_rad_s
12500000,3051,26,1680.0,0,6,0,0,-0.02911482259442204,-0.02911482259442204,0,0,,0.035,-0.012,0.062,1.0,0.0,0.0,0.0,0.035,-0.012,0.055,1.0,0.0,0.0,-0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.035,-0.012,0.107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045399999999999996,-0.2791666666666667,0.0446,-0.2791666666666667
12504096,3052,26,1680.12,0,6,1,5,-0.028727725820228492,-0.05784254841465053,0,0,,0.03502069662341716,-0.011989209404284518,0.06246741935483871,0.9999998709352265,0.0,0.0,0.0005080644942712881,0.03502069662341716,-0.012,0.05501625806451613,0.9999999793496359,0.0,0.0,-0.00020322580505271725,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03502069662341716,-0.011989209404284518,0.10762955497087492,0.9999999704381949,0.0,0.0,0.00024315346870485913,-1.1838692645021098,0.10817079574130953,0.18297941766379663,1.202800408950985,1.1056458476413797,0.1010234784646946,0.17088916775696386,1.1233261286306837,0.0,0.0,0.0,0.0,0.04358246519828664,-0.2816987793521981,0.042805114266791656,-0.2816987793521981
12508192,3053,26,1680.24,0,6,2,10,-0.028340629046034946,-0.08618317746068548,0,0,,0.03504104548114324,-0.011978493281688573,0.06293483870967742,0.9999994837409393,0.0,0.0,0.0010161288573961186,0.03504104548114324,-0.012,0.05503251612903226,0.9999999173985443,0.0,0.0,-0.00040645160171206077,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03504104548114324,-0.011978493281688573,0.10825904333781192,0.9999998819469814,0.0,0.0,0.00048590742256625824,-2.3737379973486648,0.21688976625520792,0.3769036235091177,2.4132404754142076,2.2290986787998213,0.20367399095632882,0.3539377008488077,2.266194146692054,0.0,0.0,0.0,0.0,0.041760589259364204,-0.2841468687267274,0.04099673338083824,-0.2841468687267274
12512288,3054,26,1680.36,0,6,3,15,-0.027953532271841396,-0.11413670973252688,0,0,,0.03506070465099959,-0.011967925591342882,0.06340225806451613,0.9999988384172384,0.0,0.0,0.0015241929582280674,0.03506070465099959,-0.012,0.05504877419354839,0.9999998141467279,0.0,0.0,-0.0006096773815846572,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03506070465099959,-0.011967925591342882,0.10888839852423338,0.9999997351076891,0.0,0.0,0.0007278630033542845,-3.5622287610165926,0.32548283095583075,0.5800356473983087,3.6237900285907303,3.373689501668707,0.3082558935534859,0.5493359089220411,3.4319924956810897,0.0,0.0,0.0,0.0,0.039941729092406786,-0.2864296996319408,0.03917507770890554,-0.2864296996319408
12516384,3055,26,1680.48,0,6,4,20,-0.027566435497647847,-0.14170314523017472,0,0,,0.03507934379964375,-0.01195757926794791,0.06386967741935484,0.9999979349642903,0.0,0.0,0.002032256665620778,0.03507934379964375,-0.012,0.055065032258064514,0.999999669594191,0.0,0.0,-0.0008129031362771336,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03507934379964375,-0.01195757926794791,0.10951755400827111,0.9999995308849564,0.0,0.0,0.0009686226649841774,-4.741799455204963,0.433260863927357,0.7901046698450943,4.826659552827834,4.540690238567725,0.41488540250872613,0.7565947475645236,4.621951249405523,0.0,0.0,0.0,0.0,0.03813309326638498,-0.28847152069539334,0.03734388170850274,-0.28847152069539334
12520480,3056,26,1680.6,0,6,5,25,-0.0271793387234543,-0.168882483953629,0,0,,0.03509664973316584,-0.011947525718402704,0.06433709677419355,0.9999967733823283,0.0,0.0,0.0025403198484279963,0.03509664973316584,-0.012,0.05508129032258065,0.9999994837409393,0.0,0.0,-0.0010161288573961186,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03509664973316584,-0.011947525718402704,0.110146443350093,0.9999992706203933,0.0,0.0,0.0012077908268858753,-5.905368479379016,0.5395768153747323,1.0044592596773343,6.01443749832723,5.729181177835527,0.5234784832540076,0.9744911100028656,5.834996110912964,0.0,0.0,0.0,0.0,0.0363401524195571,-0.29020457799475535,0.035509767377556456,-0.29020457799475535
12524576,3057,26,1680.72,0,6,6,30,-0.02679224194926075,-0.19567472590288976,0,0,,0.03511233165969079,-0.011937834328978129,0.06480451612903226,0.9999953536716522,0.0,0.0,0.0030483823755036036,0.03511233165969079,-0.012,0.055097548387096774,0.9999992565869807,0.0,0.0,-0.0012193545365482418,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03511233165969079,-0.011937834328978129,0.1107750002191959,0.9999989560237673,0.0,0.0,0.0014449745241350293,-7.046913428216438,0.6438804147608929,1.220250287230054,7.180708991233028,6.936080110742991,0.6337535126567201,1.2010582836870414,7.067771347338743,0.0,0.0,0.0,0.0,0.0345653300459567,-0.2915713633419906,0.03368102282629108,-0.2915713633419906
12528672,3058,26,1680.84,0,6,7,35,-0.0264051451750672,-0.22207987107795696,0,0,,0.03512612607555884,-0.011928571986435774,0.06527193548387097,0.9999936758326284,0.0,0.0,0.003556444115701648,0.03512612607555884,-0.012,0.0551138064516129,0.9999989881323247,0.0,0.0,-0.0014225801653401343,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03512612607555884,-0.011928571986435774,0.1114031584216536,0.999998589161772,0.0,0.0,0.0016797840532744668,-8.162001925442004,0.74576667339064,1.434627072550594,8.320612849986125,8.15633129644897,0.7452485448532052,1.4336303516546531,8.314832024534482,0.0,0.0,0.0,0.0,0.03280722353708965,-0.2925265225824596,0.03186599278957645,-0.2925265225824596
12532768,3059,26,1680.96,0,6,8,40,-0.026018048400873652,-0.24809791947883061,0,0,,0.035137801192981676,-0.011919802616397687,0.06573935483870967,0.9999917398656901,0.0,0.0,0.004064504937876385,0.035137801192981676,-0.012,0.055130064516129035,0.9999986783769821,0.0,0.0,-0.0016258057353784304,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.035137801192981676,-0.011919802616397687,0.11203085192730881,0.9999981724444486,0.0,0.0,0.001911833612762347,-9.248217863932734,0.8450148302070517,1.6449280965359072,9.431297480453452,9.383242147616,0.8573520744014619,1.668944100615075,9.568994732533595,0.0,0.0,0.0,0.0,0.031060518557964045,-0.29303836058569777,0.030071361191146662,-0.29303836058569777
12536864,3060,26,1681.08,0,6,9,45,-0.025630951626680106,-0.2737288711055107,0,0,,0.03514716083477632,-0.011911586742152876,0.06620677419354838,0.9999895457713369,0.0,0.0,0.004572564710882304,0.03514716083477632,-0.012,0.05514632258064516,0.9999983273209658,0.0,0.0,-0.0018290312382697655,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03514716083477632,-0.011911586742152876,0.11265801489689777,0.9999977086093543,0.0,0.0,0.0021407419369922982,-10.305453133233145,0.9416150070974447,1.848847676432166,10.512242426499904,10.608946233277292,0.9693453411116307,1.9032957929366534,10.821825421171496,0.0,0.0,0.0,0.0,0.029316643601716777,-0.2930898929876307,0.028300633308659912,-0.2930898929876307
