global_step,callback_call,rollout,wall_time_s,env_id,episode,sample_index,episode_step,reward,episode_return,terminal,timeout,termination_reason,pin_x,pin_y,pin_z,pin_qw,pin_qx,pin_qy,pin_qz,pipe_x,pipe_y,pipe_z,pipe_qw,pipe_qx,pipe_qy,pipe_qz,center_x,center_y,center_z,center_qw,center_qx,center_qy,center_qz,ee_frame_x,ee_frame_y,ee_frame_z,ee_frame_qw,ee_frame_qx,ee_frame_qy,ee_frame_qz,contact_left_finger_fx_N,contact_left_finger_fy_N,contact_left_finger_fz_N,contact_left_finger_force_N,contact_right_finger_fx_N,contact_right_finger_fy_N,contact_right_finger_fz_N,contact_right_finger_force_N,contact_pin_tip_fx_N,contact_pin_tip_fy_N,contact_pin_tip_fz_N,contact_pin_tip_force_N,gripper_left_pos_rad,gripper_left_vel_rad_s,gripper_right_pos_rad,gripper_right_vel_rad_s
20000000,4882,32,0.0,0,12,0,0,-0.015,-0.015,0,0,,0.035,-0.012,0.062,1.0,0.0,0.0,0.0,0.035,-0.012,0.055,1.0,0.0,0.0,-0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.035,-0.012,0.107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045399999999999996,-0.2791666666666667,0.0446,-0.2791666666666667
20004096,4883,32,0.12,0,12,1,5,-0.014776536312849161,-0.029776536312849163,0,0,,0.03510521830411281,-0.011964905613901476,0.06264245810055866,0.9999997561717898,0.0,0.0,0.0006983239655893356,0.03507018877219705,-0.012,0.055022346368715086,0.999999960987485,0.0,0.0,-0.00027932960530609733,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03521032857118771,-0.011964905613901476,0.10778285726800871,0.9999984600061593,0.0,0.0,0.00175498869223457,-1.0246345102131238,0.09362142732911792,0.15777957020002373,1.0409299899356026,0.9564645609284664,0.08739270099854007,0.1472823390493245,0.9716758862376612,0.0,0.0,0.0,0.0,0.04382656019934131,-0.2813623284204761,0.043046515318817966,-0.2813623284204761
20008192,4884,32,0.24,0,12,2,10,-0.014553072625698323,-0.04432960893854748,0,0,,0.03520991825406535,-0.011929854463924796,0.06328491620111731,0.9999990246872782,0.0,0.0,0.001396647590636506,0.03514029107215041,-0.012,0.055044692737430165,0.9999998439499432,0.0,0.0,-0.0005586591888174938,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03541897428696558,-0.011929854463924796,0.1085656712899055,0.9999938419266422,0.0,0.0,0.0035094314060560494,-2.054488205553594,0.18771973451758725,0.32391537754265864,2.0883202956670184,1.9258664057650638,0.1759674888516302,0.30363656614520323,1.957580428561658,0.0,0.0,0.0,0.0,0.04224915698338611,-0.28350332119518074,0.04148303924412626,-0.28350332119518074
20012288,4885,32,0.36,0,12,3,15,-0.014329608938547485,-0.058659217877094966,0,0,,0.035313584049350345,-0.011894889732925107,0.06392737430167597,0.9999978055468217,0.0,0.0,0.0020949705345995116,0.03521022053414979,-0.012,0.05506703910614525,0.9999996488873836,0.0,0.0,-0.0008379887287394903,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03562426974691553,-0.011894889732925107,0.10934839883289925,0.9999861514650972,0.0,0.0,0.0052627823462148,-3.084828799055336,0.2818625298629241,0.4973569683686571,3.1373522529685403,2.910624249651591,0.26594536291232806,0.46927053239074906,2.9601816314687097,0.0,0.0,0.0,0.0,0.04067249100951921,-0.28553633719459537,0.03990924220874277,-0.28553633719459537
20016384,4886,32,0.48,0,12,4,20,-0.014106145251396647,-0.0727653631284916,0,0,,0.03541570498418598,-0.011860054497289768,0.06456983240223464,0.9999960987510151,0.0,0.0,0.0027932924569366857,0.03527989100542047,-0.012,0.055089385474860336,0.9999993757998215,0.0,0.0,-0.0011173182032773914,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03582457830509036,-0.011860054497289768,0.11013099669083627,0.9999753981197197,0.0,0.0,0.007014496083689993,-4.110737105160286,0.37560034463393477,0.6767333761664673,4.182965841248093,3.912030556337741,0.35744441631512347,0.644021152005437,3.9807678692314425,0.0,0.0,0.0,0.0,0.03910142716242561,-0.287410757096778,0.038326815925448204,-0.287410757096778
20020480,4887,32,0.6,0,12,5,25,-0.013882681564245809,-0.08664804469273742,0,0,,0.03551577796348944,-0.01182539167386845,0.0652122905027933,0.9999939043006906,0.0,0.0,0.003491613017106859,0.03534921665226311,-0.012,0.05511173184357542,0.9999990246872782,0.0,0.0,-0.001396647590636506,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03601830906011341,-0.01182539167386845,0.11091342169750877,0.9999615951714335,0.0,0.0,0.008764027738558939,-5.127412105864556,0.4684945071348325,0.8604216932129843,5.220169297708017,4.930161007625774,0.45047156414854783,0.827321345429233,5.019349838357838,0.0,0.0,0.0,0.0,0.03754019882674015,-0.28907991040601677,0.03673927768240903,-0.28907991040601677
20024576,4888,32,0.72,0,12,6,30,-0.01365921787709497,-0.10030726256983238,0,0,,0.03561330998135657,-0.011790943967099772,0.06585474860335196,0.9999912221969183,0.0,0.0,0.004189931874569527,0.035418112065800464,-0.012,0.0551340782122905,0.999998595549781,0.0,0.0,-0.0016759768690221505,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03620393138530484,-0.011790943967099772,0.1116956307399511,0.9999447596673671,0.0,0.0,0.010510833162572703,-6.1304721667538065,0.5601446649825813,1.0466306120978375,6.244348378432441,5.96385146829088,0.5449204387270855,1.0181841370341125,6.074632627351691,0.0,0.0,0.0,0.0,0.0359916822863522,-0.2905022374844361,0.035151497799288486,-0.2905022374844361
20028672,4889,32,0.84,0,12,7,35,-0.013435754189944133,-0.11374301675977652,0,0,,0.03570782054983761,-0.011756753816399623,0.06649720670391061,0.9999880524410062,0.0,0.0,0.004888248688785016,0.03548649236720076,-0.012,0.055156424581005586,0.9999980883873635,0.0,0.0,-0.00195530601663965,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03637998885310587,-0.011756753816399623,0.11247758077171945,0.9999249123996451,0.0,0.0,0.01225436912134085,-7.116236735437569,0.6502145240501332,1.2334935271819791,7.251559176044607,7.010743582970812,0.6405755558044397,1.2152078622206426,7.144059964562409,0.0,0.0,0.0,0.0,0.03445684341232473,-0.29164232433022297,0.03356900932847486,-0.29164232433022297
20032768,4890,32,0.96,0,12,8,40,-0.013212290502793295,-0.12695530726256982,0,0,,0.03579884406604366,-0.011722863343876015,0.06713966480446927,0.9999843950345001,0.0,0.0,0.005586563119214648,0.035554273312247975,-0.012,0.05517877094972067,0.9999975032000652,0.0,0.0,-0.002234635011694339,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03654511241447721,-0.011722863343876015,0.11325922882615112,0.9999020778795212,0.0,0.0,0.013994093476028615,-8.081973917268359,0.7384544695981242,1.4191647200285258,8.238789104331362,8.067396797648502,0.7371225500389494,1.4166050317523815,8.22392914369229,0.0,0.0,0.0,0.0,0.0329344379911142,-0.29247178433790777,0.03199718893600244,-0.29247178433790777
20036864,4891,32,1.08,0,12,9,45,-0.012988826815642458,-0.13994413407821227,0,0,,0.03588593210592241,-0.011689314302434814,0.06778212290502793,0.9999802499791833,0.0,0.0,0.006284874825320906,0.03562137139513038,-0.012,0.05520111731843576,0.9999968399879319,0.0,0.0,-0.0025139638323915642,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.03669803270182231,-0.011689314302434814,0.1140405320295993,0.9998762843068876,0.0,0.0,0.015729465364470663,-9.026101049158163,0.824719892816482,1.6019116710658539,9.20417210036396,9.129461423755696,0.8341639879573732,1.6202556037884959,9.30957161572198,0.0,0.0,0.0,0.0,0.03142101555123303,-0.2929699650860738,0.03044041690450562,-0.2929699650860738
